MSSV,MaHocPhan,HocPhan,TinChi,NhomHoc,Khoa,GPA_TichLuy,TinChiTichLuy,DiemQuaTrinh,ChuyenCan,TruyCapLMS,TyLeNopDungHan,DiemRenLuyen,GioTuHoc,DiemCuoiKy,NguyCo
SV20210696,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kỹ thuật dữ liệu,2.7,72,7.4,84.7,14,83.6,70,8.0,7.8,0
SV20210696,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kỹ thuật dữ liệu,2.7,72,6.9,86.7,17,100.0,78,11.5,7.2,0
SV20210696,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kỹ thuật dữ liệu,2.7,72,7.1,99.9,8,84.9,73,5.6,6.3,0
SV20210696,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kỹ thuật dữ liệu,2.7,72,6.6,86.6,11,87.4,76,8.7,5.9,0
SV20210697,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.8,87,7.7,82.9,10,87.8,78,10.6,9.8,0
SV20210697,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.8,87,8.0,79.3,7,87.4,88,5.6,6.7,0
SV20210697,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.8,87,6.6,81.9,14,91.8,83,6.6,5.0,0
SV20210697,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.8,87,7.6,90.2,11,94.0,80,6.4,7.1,0
SV20210698,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kỹ thuật dữ liệu,3.8,126,9.0,95.1,17,100.0,93,5.7,6.9,0
SV20210698,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kỹ thuật dữ liệu,3.8,126,8.7,88.7,12,93.2,82,9.2,8.4,0
SV20210698,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kỹ thuật dữ liệu,3.8,126,9.3,97.0,18,100.0,88,9.7,7.8,0
SV20210698,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kỹ thuật dữ liệu,3.8,126,9.9,100.0,19,74.3,83,7.6,9.2,0
SV20210699,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,2.9,90,7.9,84.6,13,86.4,91,5.5,6.9,0
SV20210699,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,2.9,90,9.0,70.7,15,84.4,80,7.9,9.0,0
SV20210699,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,2.9,90,9.4,97.0,17,85.1,87,4.6,7.2,0
SV20210699,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,2.9,90,9.5,88.0,12,84.1,71,7.4,6.7,0
SV20210700,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kinh tế số,3.0,100,6.2,97.0,16,91.0,73,8.7,7.2,0
SV20210700,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kinh tế số,3.0,100,7.8,84.4,9,88.9,69,7.1,6.0,0
SV20210700,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kinh tế số,3.0,100,9.2,92.3,21,81.8,68,10.6,7.4,0
SV20210700,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kinh tế số,3.0,100,8.7,92.7,17,86.3,87,9.4,8.9,0
SV20210701,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.5,76,7.6,90.8,12,89.7,77,4.9,6.7,0
SV20210701,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.5,76,5.3,75.3,6,70.4,73,5.0,5.9,0
SV20210701,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.5,76,7.3,72.5,7,92.3,65,10.0,7.8,0
SV20210701,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.5,76,6.3,81.3,6,75.1,64,4.0,4.5,1
SV20210702,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kỹ thuật dữ liệu,2.0,69,5.7,79.5,18,81.2,74,7.0,6.5,0
SV20210702,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kỹ thuật dữ liệu,2.0,69,4.2,59.3,8,75.5,69,4.0,5.0,0
SV20210702,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kỹ thuật dữ liệu,2.0,69,6.9,81.1,8,95.3,70,2.7,6.3,0
SV20210702,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kỹ thuật dữ liệu,2.0,69,6.3,64.1,7,72.5,65,7.0,7.3,0
SV20210703,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,3.0,101,8.8,88.1,13,73.2,92,8.0,8.7,0
SV20210703,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,3.0,101,8.9,100.0,11,100.0,75,7.9,7.5,0
SV20210703,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,3.0,101,9.3,92.9,16,100.0,89,11.5,9.2,0
SV20210703,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,3.0,101,7.5,85.9,10,91.3,85,7.6,6.4,0
SV20210704,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.5,53,6.4,85.2,11,72.8,66,4.7,8.4,0
SV20210704,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.5,53,6.1,56.4,4,71.6,66,3.7,4.7,1
SV20210704,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.5,53,7.0,68.5,9,82.8,62,5.7,5.5,0
SV20210704,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.5,53,6.2,56.8,11,82.4,79,1.4,5.8,0
SV20210705,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,3.1,74,9.0,100.0,15,82.1,85,6.9,6.4,0
SV20210705,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,3.1,74,8.3,85.9,13,79.7,73,5.5,7.0,0
SV20210705,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,3.1,74,9.7,92.7,18,80.7,79,6.4,8.8,0
SV20210705,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,3.1,74,9.5,100.0,6,98.0,81,8.5,8.6,0
SV20210706,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kinh tế số,2.0,38,6.3,82.6,5,73.3,51,3.5,5.9,0
SV20210706,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kinh tế số,2.0,38,3.7,68.5,9,72.5,50,2.5,5.0,0
SV20210706,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kinh tế số,2.0,38,5.3,66.6,2,67.1,61,5.0,6.2,0
SV20210706,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kinh tế số,2.0,38,6.1,68.9,5,75.9,76,4.8,5.8,0
SV20210707,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,3.6,123,8.9,85.1,15,81.8,81,11.9,9.1,0
SV20210707,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,3.6,123,7.5,94.6,21,99.1,90,10.0,6.7,0
SV20210707,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,3.6,123,9.0,71.8,17,90.4,83,8.2,7.8,0
SV20210707,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,3.6,123,8.3,97.2,15,82.0,78,7.7,8.0,0
SV20210708,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kinh tế số,2.3,92,6.6,75.7,10,97.5,77,8.4,4.7,1
SV20210708,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kinh tế số,2.3,92,7.6,76.8,8,72.6,85,8.1,6.7,0
SV20210708,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kinh tế số,2.3,92,8.3,90.7,16,76.8,72,7.3,8.6,0
SV20210708,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kinh tế số,2.3,92,6.4,85.9,22,74.3,78,6.5,5.1,0
SV20210709,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,3.2,93,6.6,86.5,11,85.3,86,6.0,5.7,0
SV20210709,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,3.2,93,9.0,88.0,12,81.6,75,7.8,7.8,0
SV20210709,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,3.2,93,8.3,81.3,16,85.1,84,7.8,7.7,0
SV20210709,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,3.2,93,7.2,85.9,12,87.7,85,8.7,6.7,0
SV20210710,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kinh tế số,3.0,60,8.4,100.0,17,93.6,77,7.6,7.4,0
SV20210710,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kinh tế số,3.0,60,7.4,87.9,7,100.0,90,9.9,6.1,0
SV20210710,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kinh tế số,3.0,60,8.5,83.2,10,88.5,65,8.3,6.3,0
SV20210710,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kinh tế số,3.0,60,8.0,98.3,10,85.3,78,7.2,7.5,0
SV20210711,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,1.3,33,5.3,81.2,1,79.6,54,2.9,5.5,0
SV20210711,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,1.3,33,3.7,49.0,3,69.1,68,0.4,1.3,1
SV20210711,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,1.3,33,5.5,45.1,1,69.4,66,3.9,7.1,0
SV20210711,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,1.3,33,4.1,59.7,2,63.8,58,1.2,4.7,1
SV20210712,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kinh tế số,2.4,56,6.4,66.5,9,86.6,67,2.7,5.0,0
SV20210712,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kinh tế số,2.4,56,7.1,83.4,9,88.4,78,5.4,6.5,0
SV20210712,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kinh tế số,2.4,56,6.7,65.1,18,90.0,64,5.7,6.4,0
SV20210712,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kinh tế số,2.4,56,7.4,95.5,4,92.7,69,4.1,5.6,0
SV20210713,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,3.1,91,8.1,91.7,11,93.1,82,7.4,6.8,0
SV20210713,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,3.1,91,8.4,83.2,15,100.0,84,11.4,8.7,0
SV20210713,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,3.1,91,7.6,78.8,11,82.7,78,8.4,6.7,0
SV20210713,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,3.1,91,6.8,79.2,10,93.0,63,7.5,6.5,0
SV20210714,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.9,40,5.5,75.9,1,89.5,89,4.6,5.2,0
SV20210714,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.9,40,7.0,66.9,9,87.0,63,6.0,4.4,1
SV20210714,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.9,40,7.1,77.5,6,72.9,65,8.6,5.4,0
SV20210714,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.9,40,8.1,75.8,14,79.6,83,7.8,7.4,0
SV20210715,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,2.3,85,7.9,82.3,11,86.6,70,7.9,6.9,0
SV20210715,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,2.3,85,7.0,81.3,16,72.0,72,5.3,5.8,0
SV20210715,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,2.3,85,7.8,82.2,6,78.5,50,6.5,7.7,0
SV20210715,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,2.3,85,7.9,84.0,14,82.5,62,5.8,8.4,0
SV20210716,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kinh tế số,2.6,62,8.1,82.7,16,82.4,67,4.6,7.1,0
SV20210716,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kinh tế số,2.6,62,7.5,73.5,12,82.2,67,3.5,4.2,1
SV20210716,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kinh tế số,2.6,62,8.8,77.9,10,67.5,74,4.6,7.6,0
SV20210716,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kinh tế số,2.6,62,7.4,84.8,11,93.4,73,4.2,6.4,0
SV20210717,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.8,93,8.0,79.8,5,100.0,68,6.0,6.5,0
SV20210717,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.8,93,6.5,71.0,14,76.7,70,4.9,6.4,0
SV20210717,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.8,93,8.2,89.8,11,79.9,75,4.5,8.8,0
SV20210717,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.8,93,8.8,75.4,13,90.0,70,3.9,7.2,0
SV20210718,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.7,61,7.9,83.3,17,59.6,58,6.4,7.1,0
SV20210718,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.7,61,8.1,77.8,10,93.5,82,5.6,6.3,0
SV20210718,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.7,61,9.0,99.5,17,81.1,76,7.7,6.6,0
SV20210718,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.7,61,7.8,100.0,11,70.0,67,5.1,5.4,0
SV20210719,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,2.7,68,8.7,85.9,5,81.7,74,5.9,6.4,0
SV20210719,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,2.7,68,7.7,82.6,9,90.8,82,10.5,5.9,0
SV20210719,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,2.7,68,7.6,100.0,10,80.2,70,8.9,7.2,0
SV20210719,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,2.7,68,7.7,90.4,13,96.6,90,7.6,8.6,0
SV20210720,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,1.9,62,7.0,70.8,9,88.7,64,5.4,7.0,0
SV20210720,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,1.9,62,5.0,84.3,4,75.4,62,0.2,2.8,1
SV20210720,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,1.9,62,5.5,66.0,9,88.9,53,5.8,5.6,0
SV20210720,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,1.9,62,4.7,72.2,5,75.0,74,2.5,3.1,1
SV20210721,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.0,51,5.2,91.4,4,90.1,69,4.2,4.8,1
SV20210721,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.0,51,5.5,61.2,1,67.4,63,6.6,5.3,0
SV20210721,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.0,51,9.1,77.0,7,84.9,62,3.7,8.1,0
SV20210721,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.0,51,6.4,69.9,2,65.2,58,4.2,4.4,1
SV20210722,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kỹ thuật dữ liệu,3.2,73,9.2,80.7,15,69.4,87,6.5,8.4,0
SV20210722,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kỹ thuật dữ liệu,3.2,73,8.7,96.0,12,91.8,65,3.7,8.9,0
SV20210722,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kỹ thuật dữ liệu,3.2,73,10.0,92.3,14,77.1,76,8.3,9.9,0
SV20210722,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kỹ thuật dữ liệu,3.2,73,9.4,86.2,9,100.0,77,10.5,6.4,0
SV20210723,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kỹ thuật dữ liệu,2.4,59,5.4,83.8,2,68.2,76,4.6,4.7,1
SV20210723,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kỹ thuật dữ liệu,2.4,59,5.8,63.5,13,74.3,67,3.4,3.8,1
SV20210723,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kỹ thuật dữ liệu,2.4,59,6.5,75.8,6,71.8,76,2.3,6.3,0
SV20210723,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kỹ thuật dữ liệu,2.4,59,6.1,71.1,11,67.2,62,5.6,5.4,0
SV20210724,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,1.8,55,5.0,74.3,1,65.2,50,5.1,4.6,1
SV20210724,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,1.8,55,4.7,70.1,9,63.2,64,0.8,3.8,1
SV20210724,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,1.8,55,4.9,82.5,6,66.7,62,2.7,6.2,0
SV20210724,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,1.8,55,5.9,57.8,3,77.6,65,2.2,3.1,1
SV20210725,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,3.0,118,7.6,74.1,7,86.8,85,6.5,8.1,0
SV20210725,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,3.0,118,7.9,100.0,12,81.0,82,4.1,7.4,0
SV20210725,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,3.0,118,8.1,81.9,16,100.0,81,6.5,7.6,0
SV20210725,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,3.0,118,7.0,85.6,16,93.7,71,7.0,6.4,0
SV20210726,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kinh tế số,2.4,67,6.2,79.7,2,81.4,68,5.1,6.5,0
SV20210726,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kinh tế số,2.4,67,4.9,81.5,11,70.1,68,4.7,2.6,1
SV20210726,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kinh tế số,2.4,67,5.4,60.7,10,75.1,66,3.5,6.9,0
SV20210726,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kinh tế số,2.4,67,5.8,83.5,16,76.2,75,7.7,6.5,0
SV20210727,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,3.3,116,9.1,100.0,16,100.0,78,11.1,8.9,0
SV20210727,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,3.3,116,8.8,100.0,21,100.0,100,8.2,7.9,0
SV20210727,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,3.3,116,9.4,91.1,25,96.6,99,9.4,9.8,0
SV20210727,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,3.3,116,9.3,100.0,16,100.0,78,7.6,8.2,0
SV20210728,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.5,53,7.9,83.7,4,80.1,73,6.8,5.5,0
SV20210728,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.5,53,8.1,82.6,4,81.0,75,5.0,5.7,0
SV20210728,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.5,53,7.2,88.6,10,74.4,65,6.6,6.0,0
SV20210728,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.5,53,7.2,93.3,12,81.7,59,9.2,7.4,0
SV20210729,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.4,59,6.5,90.7,17,79.3,79,8.4,6.4,0
SV20210729,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.4,59,6.8,78.2,17,82.0,57,8.8,5.6,0
SV20210729,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.4,59,7.6,86.3,4,74.4,76,9.2,7.0,0
SV20210729,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.4,59,6.5,79.5,10,88.2,81,5.8,6.0,0
SV20210730,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.6,68,5.8,83.3,2,70.8,78,3.3,6.6,0
SV20210730,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.6,68,5.5,88.1,3,72.4,67,5.0,4.3,1
SV20210730,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.6,68,6.6,80.0,11,78.7,81,5.8,7.5,0
SV20210730,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.6,68,6.2,87.7,12,96.0,74,4.3,7.9,0
SV20210731,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,3.6,124,9.6,100.0,19,75.2,82,7.4,7.7,0
SV20210731,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,3.6,124,7.6,97.7,18,80.1,89,10.6,8.3,0
SV20210731,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,3.6,124,9.2,100.0,19,96.2,76,8.4,9.5,0
SV20210731,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,3.6,124,9.1,90.8,13,100.0,84,8.8,8.6,0
SV20210732,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kỹ thuật dữ liệu,3.3,105,7.9,74.7,17,87.8,86,9.2,5.5,0
SV20210732,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kỹ thuật dữ liệu,3.3,105,9.0,100.0,10,100.0,93,5.6,7.7,0
SV20210732,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kỹ thuật dữ liệu,3.3,105,9.3,94.9,15,94.4,75,11.2,9.9,0
SV20210732,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kỹ thuật dữ liệu,3.3,105,8.9,99.8,16,96.6,74,11.2,9.2,0
SV20210733,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kỹ thuật dữ liệu,3.1,122,7.9,82.5,14,91.2,90,11.0,7.9,0
SV20210733,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kỹ thuật dữ liệu,3.1,122,8.0,100.0,12,99.3,85,9.4,7.8,0
SV20210733,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kỹ thuật dữ liệu,3.1,122,9.8,100.0,18,86.8,94,8.2,7.5,0
SV20210733,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kỹ thuật dữ liệu,3.1,122,8.3,99.0,15,91.5,83,12.1,7.5,0
SV20210734,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kỹ thuật dữ liệu,2.7,74,7.7,89.7,9,67.7,69,5.6,8.8,0
SV20210734,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kỹ thuật dữ liệu,2.7,74,7.8,83.9,10,90.8,50,7.3,10.0,0
SV20210734,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kỹ thuật dữ liệu,2.7,74,8.4,81.3,13,88.2,86,7.7,9.0,0
SV20210734,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kỹ thuật dữ liệu,2.7,74,6.2,74.6,13,93.1,69,9.6,6.4,0
SV20210735,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,3.4,132,9.9,84.3,7,97.3,98,8.0,10.0,0
SV20210735,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,3.4,132,8.0,100.0,16,61.8,93,11.4,7.6,0
SV20210735,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,3.4,132,10.0,99.8,16,100.0,81,9.1,8.6,0
SV20210735,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,3.4,132,8.5,100.0,19,82.0,92,10.8,9.1,0
SV20210736,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kỹ thuật dữ liệu,3.0,86,8.0,90.7,10,92.2,85,8.2,7.1,0
SV20210736,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kỹ thuật dữ liệu,3.0,86,7.9,76.0,14,100.0,80,7.2,5.7,0
SV20210736,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kỹ thuật dữ liệu,3.0,86,7.3,71.1,13,96.7,70,8.0,6.2,0
SV20210736,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kỹ thuật dữ liệu,3.0,86,8.0,89.5,12,86.1,82,6.0,7.2,0
SV20210737,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,1.9,48,5.7,80.0,8,67.9,56,3.5,6.6,0
SV20210737,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,1.9,48,4.7,75.9,5,61.9,58,3.7,4.2,1
SV20210737,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,1.9,48,6.1,67.2,4,83.7,50,2.2,5.0,0
SV20210737,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,1.9,48,5.3,76.3,1,74.6,59,5.3,5.0,0
SV20210738,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.7,79,6.8,66.8,10,83.3,64,5.5,7.8,0
SV20210738,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.7,79,8.1,74.7,5,84.4,72,6.6,6.4,0
SV20210738,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.7,79,7.6,76.9,9,70.2,67,8.3,7.3,0
SV20210738,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.7,79,6.0,64.3,8,79.9,65,4.0,4.1,1
